kf_Location ID,Place ID,place_needs_review,place_reported_closed,place_no_url_title,multiple_location_unique_name,place parent id,place_tags,phone,email
41597,41601,,,,Express By Holiday Inn Rome-San Giovanni,,,1 877 865 6578,
41598,41602,,,,Holiday Inn Rome-Aurelia,,,1 877 865 6578,
41599,41603,,,,Holiday Inn Long Island-Islip Airport,,,1 877 865 6578,
41600,41604,,,,Holiday Inn Express San Diego Downtown,,,1 877 865 6578,
41601,41605,,,,Staybridge Suites San Diego-Sorrento Mesa,,,1 888 233 0369,
41602,41606,,,,Holiday Inn Parque Anhembi,,,1 877 865 6578,
41603,41607,,,,Holiday Inn Express Sumare Ave. - Sao Paulo,,,1 877 865 6578,
41604,41608,,,,Holiday Inn Express Hotel & Suites Savannah-Conf Center @ I-95,,,1 877 865 6578,
41605,41609,,,,Holiday Inn Historic District (Mulberry),,,1 877 865 6578,
41606,41610,,,,Holiday Inn Santa Barbara-Goleta,,,1 877 865 6578,
41607,41611,,,,Staybridge Suites Silicon Valley-Milpitas,,,1 888 233 0369,
41608,41612,,,,Crowne Plaza Hotel Foster City-San Mateo,,,1 888 233 0368,
41609,41613,,,,Holiday Inn San Francisco-Fishermans Wharf,,,1 877 865 6578,
41610,41614,,,,Holiday Inn Garden Court Reims City Centre,,,1 877 865 6578,
41611,41615,,,,Candlewood Suites Richmond West End Short Pump,,,1 888 233 0369,
41612,41616,,,,Crowne Plaza Hotel Richmond West,,,1 888 233 0368,
41613,41617,,,,"Holiday Inn Rugby-Northampton M1, Jct.18",,,1 877 865 6578,
41614,41618,,,,Holiday Inn Riyadh-Al Qasr,,,1 877 865 6578,
41615,41619,,,,InterContinental Riyadh,,,1 888 233 0368,
41616,41620,,,,Holiday Inn Express Santa Barbara,,,1 877 865 6578,
41617,41621,,,,Holiday Inn Express Sheboygan-Kohler (I-43),,,1 877 865 6578,
41618,41622,,,,Holiday Inn Express Hotel & Suites South Bend - Notre Dame Univ.,,,1 877 865 6578,
41619,41623,,,,Holiday Inn Louisville-Sw(Fair & Expo Ctr),,,1 877 865 6578,
41620,41624,,,,Holiday Inn Express Louisville-I-265 East,,,1 877 865 6578,
41621,41625,,,,Holiday Inn Sendai,,,1 877 865 6578,
41622,41626,,,,Candlewood Suites Richmond-South,,,1 888 233 0369,
41623,41627,,,,Holiday Inn Richmond-I-64 West End,,,1 877 865 6578,
41624,41628,,,,Crowne Plaza Hotel Richmond Downtown,,,1 888 233 0368,
41625,41629,,,,Holiday Inn Riyadh-Olaya,,,1 877 865 6578,
41626,41630,,,,Holiday Inn Riyadh Minhal,,,1 877 865 6578,
41627,41631,,,,Holiday Inn Express Ruidoso,,,1 877 865 6578,
41628,41632,,,,Holiday Inn Express Hotel & Suites Cleveland-Streetsboro,,,1 877 865 6578,
41629,41633,,,,Holiday Inn Express San Luis Obispo,,,1 877 865 6578,
41630,41634,,,,Holiday Inn Hotel & Suites Stockbridge/Atlanta I-75,,,1 877 865 6578,
41631,41635,,,,InterContinental V Centenario Santo Domingo,,,1 888 233 0368,
41632,41636,,,,Holiday Inn Garden Court A1 Sandy-Bedford,,,1 877 865 6578,
41633,41637,,,,Holiday Inn Express Hotel & Suites Seattle (Northgate Mall Area),,,1 877 865 6578,
41634,41638,,,,Holiday Inn Express Richmond - Downtown,,,1 877 865 6578,
41635,41639,,,,Candlewood Suites Richmond North-Glen Allen,,,1 888 233 0369,
41636,41640,,,,Holiday Inn Express Richmond Northwest I-64,,,1 877 865 6578,
41637,41641,,,,Holiday Inn Rutland-Killington Area,,,1 877 865 6578,
41638,41642,,,,Holiday Inn Express Hotel & Suites Roseville,,,1 877 865 6578,
41639,41643,,,,Holiday Inn Express Green River,,,1 877 865 6578,
41640,41644,,,,Holiday Inn Steamboat Springs,,,1 877 865 6578,
41641,41645,,,,Holiday Inn Express State College @Williamsburg Sq,,,1 877 865 6578,
41642,41646,,,,Holiday Inn Express Hotel & Suites St. Croix Valley,,,1 877 865 6578,
41643,41647,,,,Holiday Inn Express Liverpool-Albert Dock,,,1 877 865 6578,
41644,41648,,,,Holiday Inn Express Liverpool-John Lennon Airport,,,1 877 865 6578,
41645,41649,,,,"Holiday Inn Express Liverpool-Knowsley M57, Jct.4",,,1 877 865 6578,
41646,41650,,,,Holiday Inn Express Hemel Hempstead,,,1 877 865 6578,
41647,41651,,,,Holiday Inn Hotel & Suites Albuquerque Airport-Univ Area,,,1 877 865 6578,
41648,41652,,,,Holiday Inn Express Bradford City Centre,,,1 877 865 6578,
41649,41653,,,,"Holiday Inn Express Birmingham-Castle Bromwich M6,",,,1 877 865 6578,
41650,41654,,,,Holiday Inn Express Birmingham Nec,,,1 877 865 6578,
41651,41655,,,,Holiday Inn Express Bristol City Centre,,,1 877 865 6578,
41652,41656,,,,Holiday Inn Express Cardiff Bay,,,1 877 865 6578,
41653,41657,,,,Holiday Inn Express Gatwick-Crawley,,,1 877 865 6578,
41654,41658,,,,Holiday Inn Express Dartford Bridge,,,1 877 865 6578,
41655,41659,,,,"Holiday Inn Express Droitwich M5, Jct.5",,,1 877 865 6578,
41656,41660,,,,The Holiday Inn Express and Suites Detroit Downtown,,,1 877 865 6578,
41657,41661,,,,Holiday Inn Express Newcastle-Metro Centre,,,1 877 865 6578,
41658,41662,,,,"Holiday Inn Express Gloucester-South M5, Jct.12",,,1 877 865 6578,
41659,41663,,,,Holiday Inn Express and Suites Salt Lake City South-Midvale,,,1 877 865 6578,
41660,41664,,,,Holiday Inn Express Boston-Waltham,,,1 877 865 6578,
41661,41665,,,,Holiday Inn Express Watertown,,,1 877 865 6578,
41662,41666,,,,Holiday Inn Express Hotel & Suites Waterford,,,1 877 865 6578,
41663,41667,,,,Holiday Inn Valencia,,,1 877 865 6578,
41664,41668,,,,Express By Holiday Inn Valencia-Ciudad De Las Ciencia,,,1 877 865 6578,
41665,41669,,,,Holiday Inn Valdosta Conference Center,,,1 877 865 6578,
41666,41670,,,,Holiday Inn Rosslyn @ Key Bridge,,,1 877 865 6578,
41667,41671,,,,Holiday Inn Express Warrenton,,,1 877 865 6578,
41668,41672,,,,Candlewood Suites Wausau-Rib Mountain,,,1 888 233 0369,
41669,41673,,,,Holiday Inn Express West Plains,,,1 877 865 6578,
41670,41674,,,,Holiday Inn Express Hotel & Suites Mt. Holly-Nj Tnpk Exit 5,,,1 877 865 6578,
41671,41675,,,,Holiday Inn Resort Wilmington E-Wrightsville Bch,,,0,
41672,41676,,,,Holiday Inn Express Hotel & Suites Watsonville,,,1 877 865 6578,
41673,41677,,,,Holiday Inn Wuhan Riverside,,,1 877 865 6578,
41674,41678,,,,Holiday Inn Express Hurricane Mills (Waverly),,,1 877 865 6578,
41675,41679,,,,Holiday Inn Columbus,,,1 877 865 6578,
41676,41680,,,,Holiday Inn Quincy,,,1 877 865 6578,
41677,41681,,,,Staybridge Suites Detroit-Utica,,,1 888 233 0369,
41678,41682,,,,Holiday Inn Express Vero Beach-West (I-95),,,1 877 865 6578,
41679,41683,,,,Holiday Inn Hotel & Suites Vero Beach-Oceanside,,,1 877 865 6578,
41680,41684,,,,Holiday Inn Express Hotel & Suites Vermillion,,,1 877 865 6578,
41681,41685,,,,Holiday Inn Verona-Congress Centre,,,1 877 865 6578,
41682,41686,,,,Holiday Inn Express Hotel & Suites White River Junction,,,1 877 865 6578,
41683,41687,,,,Holiday Inn Express Hotel & Suites Woodbridge,,,1 877 865 6578,
41684,41688,,,,Holiday Inn Heidelberg-Walldorf,,,1 877 865 6578,
41685,41689,,,,Holiday Inn Express Hotel & Suites Woodward Hwy 270,,,1 877 865 6578,
41686,41690,,,,Holiday Inn Weirton,,,1 877 865 6578,
41687,41691,,,,Holiday Inn West Yellowstone,,,1 877 865 6578,
41688,41692,,,,Holiday Inn Express Hotel & Suites Detroit - Utica,,,1 877 865 6578,
41689,41693,,,,Holiday Inn New Ulm,,,1 877 865 6578,
41690,41694,,,,Holiday Inn Uniontown,,,1 877 865 6578,
41691,41695,,,,"Crowne Plaza Hotel Villahermosa, Tab.",,,1 888 233 0368,
41692,41696,,,,Holiday Inn Express Villahermosa Tabasco 2000,,,1 877 865 6578,
41693,41697,,,,Holiday Inn Express Hotel & Suites Vernon College Area (Hwy 287),,,1 877 865 6578,
41694,41698,,,,Holiday Inn Aachen,,,1 877 865 6578,
41695,41699,,,,Holiday Inn Express Hotel & Suites Enid-Hwy 412,,,1 877 865 6578,
41696,41700,,,,Holiday Inn Express Hotel & Suites The Woodlands,,,1 877 865 6578,
41697,41701,,,,Holiday Inn Garden Court Wolverhampton,,,1 877 865 6578,
41698,41702,,,,Holiday Inn Express Bedford,,,1 877 865 6578,
41699,41703,,,,Holiday Inn Lancaster,,,1 877 865 6578,
41700,41704,,,,Holiday Inn Express Lichfield,,,1 877 865 6578,
41701,41705,,,,Holiday Inn Express Union City (San Jose),,,1 877 865 6578,
41702,41706,,,,Holiday Inn Express San Francisco-Airport South,,,1 877 865 6578,
41703,41707,,,,Crowne Plaza Hotel San Francisco-Intl Airport,,,1 888 233 0368,
41704,41708,,,,Holiday Inn Express Hotel & Suites Vacaville,,,1 877 865 6578,
41705,41709,,,,Holiday Inn Express Hotel & Suites Wabash,,,1 877 865 6578,
41706,41710,,,,Holiday Inn Leamington Spa-Warwick,,,1 877 865 6578,
41707,41711,,,,Holiday Inn Warren (Kinzua Dam-Allegheny),,,1 877 865 6578,
41708,41712,,,,Holiday Inn Express Hotel & Suites Winner,,,1 877 865 6578,
41709,41713,,,,Holiday Inn Express Westley,,,1 877 865 6578,
41710,41714,,,,InterContinental Tokyo Bay,,,1 888 233 0368,
41711,41715,,,,InterContinental ANA Tokyo,,,1 888 233 0368,
41712,41716,,,,InterContinental ANA The Strings Tokyo,,,1 888 233 0368,
41713,41717,,,,Holiday Inn Express Hotel & Suites Tyler South,,,1 877 865 6578,
41714,41718,,,,Holiday Inn Express Salem,,,1 877 865 6578,
41715,41719,,,,Holiday Inn Mutare,,,1 877 865 6578,
41716,41720,,,,Holiday Inn Utica,,,1 877 865 6578,
41717,41721,,,,"Holiday Inn Express Warwick M40, Jct.15",,,1 877 865 6578,
41718,41722,,,,Holiday Inn Washington-College Pk (I-95),,,1 877 865 6578,
41719,41723,,,,Staybridge Suites Herndon-Dulles,,,1 888 233 0369,
41720,41724,,,,Holiday Inn Express Winnemucca,,,1 877 865 6578,
41721,41725,,,,Holiday Inn Express Hotel & Suites Wharton,,,1 877 865 6578,
41722,41726,,,,Crowne Plaza Hotel Wiesbaden,,,1 888 233 0368,
41723,41727,,,,Candlewood Suites Tyler,,,1 888 233 0369,
41724,41728,,,,Holiday Inn Tyler-South Broadway,,,1 877 865 6578,
41725,41729,,,,Holiday Inn Express Hotel & Suites Tyler,,,1 877 865 6578,
41726,41730,,,,Holiday Inn Express Hotel & Suites Santa Clarita,,,1 877 865 6578,
41727,41731,,,,Holiday Inn Express Hotel & Suites St. Paul NE (Vadnais Heights),,,1 877 865 6578,
41728,41732,,,,Holiday Inn Washington-Central/White House,,,1 877 865 6578,
41729,41733,,,,Holiday Inn Washington-Dulles Intl Airport,,,1 877 865 6578,
41730,41734,,,,Holiday Inn National Airport/Crystal City,,,1 877 865 6578,
41731,41735,,,,Holiday Inn Express Windsor Sonoma Wine Country,,,1 877 865 6578,
41732,41736,,,,Holiday Inn Express Winchester,,,1 877 865 6578,
41733,41737,,,,Holiday Inn Express Lancaster,,,1 877 865 6578,
41734,41738,,,,Holiday Inn Express Hotel & Suites Troy,,,1 877 865 6578,
41735,41739,,,,Holiday Inn Express Tuscola,,,1 877 865 6578,
41736,41740,,,,Holiday Inn Binhai Tianjin,,,1 877 865 6578,
41737,41741,,,,Holiday Inn Express Hotel & Suites Vandalia,,,1 877 865 6578,
41738,41742,,,,Staybridge Suites Vancouver-Portland Metro,,,1 888 233 0369,
41739,41743,,,,Holiday Inn Express Moreno Valley (Lake Perris),,,1 877 865 6578,
41740,41744,,,,Holiday Inn Express Reston Herndon-Dulles Airport,,,1 877 865 6578,
41741,41745,,,,Holiday Inn Arlington At Ballston,,,1 877 865 6578,
41742,41746,,,,Holiday Inn Express Wilkesboro,,,1 877 865 6578,
41743,41747,,,,Holiday Inn Express Hotel & Suites Raleigh North - Wake Forest,,,1 877 865 6578,
41744,41748,,,,ANA Hotel Wakkanai,,,0,
41745,41749,,,,Holiday Inn Express Airport Industrial Parktianjin,,,1 877 865 6578,
41746,41750,,,,Holiday Inn Townsville,,,1 877 865 6578,
41747,41751,,,,Holiday Inn Express Portland-East (Troutdale),,,1 877 865 6578,
41748,41752,,,,Holiday Inn Express Boulder,,,1 877 865 6578,
41749,41753,,,,Crowne Plaza Hotel Venice East-Quarto D'Altino,,,1 888 233 0368,
41750,41754,,,,Holiday Inn Venice Mestre-Marghera,,,1 877 865 6578,
41751,41755,,,,Holiday Inn Washington D.C.-Greenbelt Md,,,1 877 865 6578,
41752,41756,,,,Holiday Inn Washington-Georgetown,,,1 877 865 6578,
41753,41757,,,,InterContinental The Willard Washington D.C.,,,1 888 233 0368,
41754,41758,,,,Holiday Inn Express Hotel & Suites West Long Branch,,,1 877 865 6578,
41755,41759,,,,Holiday Inn Express Hotel & Suites Wallace-Hwy 41,,,1 877 865 6578,
41756,41760,,,,InterContinental Wellington,,,1 888 233 0368,
41757,41761,,,,Holiday Inn Veracruz-Centro Historico,,,1 877 865 6578,
41758,41762,,,,Holiday Inn Veracruz-Boca Del Rio,,,1 877 865 6578,
41759,41763,,,,Crowne Plaza Hotel Veracruz Torremar,,,1 888 233 0368,
41760,41764,,,,"Crowne Plaza Hotel Xalapa, Ver",,,1 888 233 0368,
41761,41765,,,,Crowne Plaza Hotel The Hamilton - Washington Dc,,,1 888 233 0368,
41762,41766,,,,Holiday Inn Leesburg At Carradoc Hall,,,1 877 865 6578,
41763,41767,,,,Holiday Inn Laurel West - I-95/Rt 198w,,,1 877 865 6578,
41764,41768,,,,Crowne Plaza Hotel Dulles Airport,,,1 888 233 0368,
41765,41769,,,,Holiday Inn Express Hotel & Suites Wilson I-95,,,1 877 865 6578,
41766,41770,,,,Holiday Inn Express Hotel & Suites Wilson-Downtown,,,1 877 865 6578,
41767,41771,,,,Holiday Inn Williams,,,1 877 865 6578,
41768,41772,,,,Holiday Inn Express Leeds-East,,,1 877 865 6578,
41769,41773,,,,Holiday Inn Express Washington,,,1 877 865 6578,
41770,41774,,,,Holiday Inn Express Hotel & Suites Victoria,,,1 877 865 6578,
41771,41775,,,,Holiday Inn Express Hotel & Suites Vernal - Dinosaurland,,,1 877 865 6578,
41772,41776,,,,Holiday Inn Express Hartford-Vernon,,,1 877 865 6578,
41773,41777,,,,Holiday Inn Express Washington Dc East Andrews Afb,,,1 877 865 6578,
41774,41778,,,,Staybridge Suites Mclean-Tysons Corner,,,1 888 233 0369,
41775,41779,,,,Crowne Plaza Hotel Washington Natl Airport,,,1 888 233 0368,
41776,41780,,,,Candlewood Suites Wilson,,,1 888 233 0369,
41777,41781,,,,Holiday Inn Express Hotel & Suites Acme-Traverse City,,,1 877 865 6578,
41778,41782,,,,Holiday Inn Express Hotel & Suites Providence-Woonsocket,,,1 877 865 6578,
41779,41783,,,,Holiday Inn Cambridge-Hespeler Galt,,,1 877 865 6578,
41780,41784,,,,Holiday Inn Express Valley - West Point Area,,,1 877 865 6578,
41781,41785,,,,Staybridge Suites Malvern,,,1 888 233 0369,
41782,41786,,,,Holiday Inn Express Hotel & Suites Vinita,,,1 877 865 6578,
41783,41787,,,,Holiday Inn Express Hotel & Suites Wausau,,,1 877 865 6578,
41784,41788,,,,Holiday Inn Hotel & Suites Wausau-Rothschild,,,1 877 865 6578,
41785,41789,,,,Holiday Inn Express Waynesboro-Route 340,,,1 877 865 6578,
41786,41790,,,,Holiday Inn Express Hotel & Suites Mountain Home,,,1 877 865 6578,
41787,41791,,,,Holiday Inn Express Warrensburg,,,1 877 865 6578,
41788,41792,,,,Candlewood Suites Warner Robins/Robins Afb,,,1 888 233 0369,
41789,41793,,,,Holiday Inn Express Hotel & Suites Collingwood-Blue Mountain,,,1 877 865 6578,
41790,41794,,,,Holiday Inn Express Hotel & Suites Drayton Valley,,,1 877 865 6578,
41791,41795,,,,Holiday Inn Express Hotel & Suites Vineland,,,1 877 865 6578,
41792,41796,,,,Holiday Inn Express London City,,,1 877 865 6578,
41793,41797,,,,Holiday Inn Vilnius,,,1 877 865 6578,
41794,41798,,,,Holiday Inn Hotel & Suites Williamsburg-Historic Gateway,,,1 877 865 6578,
41795,41799,,,,Crowne Plaza Hotel Williamsburg,,,1 888 233 0368,
41796,41800,,,,Holiday Inn Patriot-Williamsburg,,,1 877 865 6578,
41797,41801,,,,InterContinental Warsaw,,,1 888 233 0368,
41798,41802,,,,Holiday Inn WARSAW - JOZEFOW,,,1 877 865 6578,
41799,41803,,,,Holiday Inn Warsaw,,,1 877 865 6578,
41800,41804,,,,Holiday Inn Express Hotel & Suites Jacksonville North-Fernandina,,,1 877 865 6578,
41801,41805,,,,Holiday Inn Express Hotel & Suites Edmonton-International Airport,,,1 877 865 6578,
41802,41806,,,,Crowne Plaza Hotel Edmonton-Chateau Lacombe,,,1 888 233 0368,
41803,41807,,,,Crowne Plaza Hotel Ventura Beach,,,1 888 233 0368,
41804,41808,,,,Holiday Inn Express Hotel & Suites Ventura Harbor,,,1 877 865 6578,
41805,41809,,,,Holiday Inn Express Hotel & Suites Valparaiso,,,1 877 865 6578,
41806,41810,,,,Holiday Inn Express Hotel & Suites Williamsburg,,,1 877 865 6578,
41807,41811,,,,Holiday Inn Express Waterbury,,,1 877 865 6578,
41808,41812,,,,Holiday Inn Express Walnut Creek,,,1 877 865 6578,
41809,41813,,,,"Holiday Inn Haydock M6, Jct.23",,,1 877 865 6578,
41810,41814,,,,Holiday Inn Runcorn,,,1 877 865 6578,
41811,41815,,,,Holiday Inn Warrington,,,1 877 865 6578,
41812,41816,,,,Holiday Inn Express Edmonton Downtown,,,1 877 865 6578,
41813,41817,,,,Holiday Inn Express Hotel & Suites Sherwood Park-Edmonton Area,,,1 877 865 6578,
41814,41818,,,,Holiday Inn Hotel & Suites West Edmonton,,,1 877 865 6578,
41815,41819,,,,Holiday Inn Express Van Horn,,,1 877 865 6578,
41816,41820,,,,Holiday Inn Vienna-South,,,1 877 865 6578,
41817,41821,,,,Holiday Inn Vienna City,,,1 877 865 6578,
41818,41822,,,,Holiday Inn Express Hotel & Suites Washington Dc Northeast,,,1 877 865 6578,
41819,41823,,,,Candlewood Suites Washington-Fairfax,,,1 888 233 0369,
41820,41824,,,,Holiday Inn Gaithersburg,,,1 877 865 6578,
41821,41825,,,,Holiday Inn Express Hotel & Suites Warrenton,,,1 877 865 6578,
41822,41826,,,,Holiday Inn Express Wilmington,,,1 877 865 6578,
41823,41827,,,,Candlewood Suites Winchester,,,1 888 233 0369,
41824,41828,,,,Holiday Inn Express Hotel & Suites Weslaco,,,1 877 865 6578,
41825,41829,,,,Holiday Inn Express Hotel & Suites St. George North - Zion,,,1 877 865 6578,
41826,41830,,,,Holiday Inn Express Hotel & Suites Warsaw,,,1 877 865 6578,
41827,41831,,,,InterContinental Vienna,,,1 888 233 0368,
41828,41832,,,,Holiday Inn Visalia-Hotel & Conf Center,,,1 877 865 6578,
41829,41833,,,,Holiday Inn Express Hotel & Suites Vicksburg,,,1 877 865 6578,
41830,41834,,,,Holiday Inn Express Washington Dc SW - Springfield,,,1 877 865 6578,
41831,41835,,,,Holiday Inn Washington-Capitol,,,1 877 865 6578,
41832,41836,,,,Crowne Plaza Hotel Washington Dc-Silver Spring,,,1 888 233 0368,
41833,41837,,,,Holiday Inn Express Winchester South Stephens City,,,1 877 865 6578,
41834,41838,,,,Holiday Inn Express Hotel & Suites Winchester,,,1 877 865 6578,
41835,41839,,,,Holiday Inn Express Woodstock-Shenandoah Valley,,,1 877 865 6578,
41836,41840,,,,Holiday Inn Express Wesley Chapel,,,1 877 865 6578,
41837,41841,,,,Holiday Inn Express Wenatchee,,,1 877 865 6578,
41838,41842,,,,Holiday Inn Express Hotel & Suites Weatherford,,,1 877 865 6578,
41839,41843,,,,Express By Holiday Inn Valencia-Bonaire,,,1 877 865 6578,
41840,41844,,,,Express By Holiday Inn Valencia-San Luis,,,1 877 865 6578,
41841,41845,,,,Express By Holiday Inn Onda-Provincia De Castellon,,,1 877 865 6578,
41842,41846,,,,Candlewood Suites Washington-Dulles Herndon,,,1 888 233 0369,
41843,41847,,,,Crowne Plaza Hotel Tysons Corner-Mclean,,,1 888 233 0368,
41844,41848,,,,Candlewood Suites Washington Dulles Sterling,,,1 888 233 0369,
41845,41849,,,,Holiday Inn Express Winfield,,,1 877 865 6578,
41846,41850,,,,Holiday Inn Express Hotel & Suites Woodhaven,,,1 877 865 6578,
41847,41851,,,,Holiday Inn Express Hotel & Suites Worthington,,,1 877 865 6578,
41848,41852,,,,Holiday Inn Hotel & Suites Alexandria-Historic District,,,1 877 865 6578,
41849,41853,,,,Crowne Plaza Hotel Hartford-Downtown,,,1 888 233 0368,
41850,41854,,,,Holiday Inn Express Hotel & Suites Hartford Convention Ctr Area,,,1 877 865 6578,
41851,41855,,,,Holiday Inn Hotel & Suites Albuquerque-North I-25,,,1 877 865 6578,
41852,41856,,,,Candlewood Suites Albuquerque,,,1 888 233 0369,
41853,41857,,,,Holiday Inn Express Albany - Downtown,,,1 877 865 6578,
41854,41858,,,,Crowne Plaza Hotel Albany-City Center,,,1 888 233 0368,
41855,41859,,,,InterContinental Aqaba (Resort Aqaba),,,1 888 233 0368,
41856,41860,,,,Staybridge Suites Alpharetta-North Point,,,1 888 233 0369,
41857,41861,,,,Crowne Plaza Hotel Atlanta-Perimeter NW,,,1 888 233 0368,
41858,41862,,,,InterContinental Stephen F. Austin,,,1 888 233 0368,
41859,41863,,,,Candlewood Suites Hartford/Meriden,,,1 888 233 0369,
41860,41864,,,,Candlewood Suites Windsor Locks Bradley Arpt,,,1 888 233 0369,
41861,41865,,,,Hotel Indigo Albany Latham,,,1 888 233 0368,
41862,41866,,,,Holiday Inn Express Albany Western Ave University,,,1 877 865 6578,
41863,41867,,,,Holiday Inn Express Manchester-East,,,1 877 865 6578,
41864,41868,,,,Holiday Inn Hotel & Suites Ann Arbor Univ. Michigan Area,,,1 877 865 6578,
41865,41869,,,,Holiday Inn Express Hotel & Suites Ann Arbor,,,1 877 865 6578,
41866,41870,,,,Holiday Inn Austin-Nw Plaza/Arboretum Area,,,1 877 865 6578,
41867,41871,,,,Staybridge Suites Austin-Round Rock,,,1 888 233 0369,
41868,41872,,,,Candlewood Suites Austin-Round Rock,,,1 888 233 0369,
41869,41873,,,,Holiday Inn Express Hotel & Suites Sioux Falls-Brandon,,,1 877 865 6578,
41870,41874,,,,Holiday Inn Bandung,,,1 877 865 6578,
41871,41875,,,,Holiday Inn Express Hotel & Suites Bad Axe,,,1 877 865 6578,
41872,41876,,,,"Holiday Inn Albany, Ny - Wolf Road",,,1 877 865 6578,
41873,41877,,,,Holiday Inn Express Hotel & Suites Ames,,,1 877 865 6578,
41874,41878,,,,Holiday Inn Express Anchorage,,,1 877 865 6578,
41875,41879,,,,Holiday Inn Express Hotel & Suites Atlanta-Emory University Area,,,1 877 865 6578,
41876,41880,,,,Candlewood Suites Atlanta,,,1 888 233 0369,
41877,41881,,,,Holiday Inn Express Hotel & Suites Decatur-I-20 East (Panola Rd),,,1 877 865 6578,
41878,41882,,,,Candlewood Suites Austin Arboretum-Northwest,,,1 888 233 0369,
41879,41883,,,,Staybridge Suites Austin Arboretum,,,1 888 233 0369,
41880,41884,,,,Holiday Inn Express Hotel & Suites Austin-Sunset Valley,,,1 877 865 6578,
41881,41885,,,,Holiday Inn Beaver Falls (Pa Tpk Exit 13),,,1 877 865 6578,
41882,41886,,,,Holiday Inn Express Hotel & Suites Bedford,,,1 877 865 6578,
41883,41887,,,,Holiday Inn Alexandria Sw-Eisenhower Ave,,,1 877 865 6578,
41884,41888,,,,Holiday Inn Express Anderson-I-85 (Exit 27-Hwy 81),,,1 877 865 6578,
41885,41889,,,,"Holiday Inn Express Hotel & Suites Anderson-I-85 (Hwy 76, Ex 19b)",,,1 877 865 6578,
41886,41890,,,,Holiday Inn Express Antofagasta,,,1 877 865 6578,
41887,41891,,,,Holiday Inn Gwinnett Center,,,1 877 865 6578,
41888,41892,,,,Holiday Inn Hotel & Suites Peachtree City,,,1 877 865 6578,
41889,41893,,,,Holiday Inn Express Fayetteville,,,1 877 865 6578,
41890,41894,,,,Holiday Inn Austin-Town Lake,,,1 877 865 6578,
41891,41895,,,,Holiday Inn Express Hotel & Suites Austin-(Nw) Hwy 620 & 183,,,1 877 865 6578,
41892,41896,,,,Holiday Inn Express Hotel & Suites Atlanta / Buckhead,,,1 877 865 6578,
41893,41897,,,,Holiday Inn Express Hotel & Suites Aberdeen,,,1 877 865 6578,
41894,41898,,,,Express By Holiday Inn Aberdeen City Centre,,,1 877 865 6578,
41895,41899,,,,Holiday Inn Aberdeen-Exhibition Centre,,,1 877 865 6578,
41896,41900,,,,Holiday Inn Express Hotel & Suites Ankeny-Des Moines,,,1 877 865 6578,
41897,41901,,,,Holiday Inn Express Hotel & Suites Annapolis,,,1 877 865 6578,
41898,41902,,,,Crowne Plaza Hotel Antwerp,,,1 888 233 0368,
41899,41903,,,,Hotel Indigo Atlanta Midtown,,,1 888 233 0368,
41900,41904,,,,Holiday Inn Express Atlanta-Gwinnett Place,,,1 877 865 6578,
41901,41905,,,,Holiday Inn Ann Arbor-Near The Univ. Of Mi,,,1 877 865 6578,
41902,41906,,,,Staybridge Suites Atlanta Perimeter Center West,,,1 888 233 0369,
41903,41907,,,,Staybridge Suites Atlanta Perimeter Ctr East,,,1 888 233 0369,
41904,41908,,,,Holiday Inn Express Hotel & Suites Austell Powder Springs,,,1 877 865 6578,
41905,41909,,,,Holiday Inn Athens-University Area,,,1 877 865 6578,
41906,41910,,,,Holiday Inn Express Hotel & Suites Athens,,,1 877 865 6578,
41907,41911,,,,Holiday Inn Express Hotel & Suites Abilene,,,1 877 865 6578,
41908,41912,,,,Holiday Inn Express Antwerp City-North,,,1 877 865 6578,
41909,41913,,,,Holiday Inn Express Hotel & Suites Ashland,,,1 877 865 6578,
41910,41914,,,,Holiday Inn Alexandria,,,1 877 865 6578,
41911,41915,,,,Holiday Inn Express Hotel & Suites High Point South,,,1 877 865 6578,
41912,41916,,,,Holiday Inn Express Hotel & Suites Arlington (Six Flags Area),,,1 877 865 6578,
41913,41917,,,,Crowne Plaza Hotel Andorra,,,1 888 233 0368,
41914,41918,,,,Holiday Inn Atlanta/Roswell,,,1 877 865 6578,
41915,41919,,,,Holiday Inn Express Atlanta-Stone Mountain,,,1 877 865 6578,
41916,41920,,,,Holiday Inn Express Atlanta-Kennesaw,,,1 877 865 6578,
41917,41921,,,,Holiday Inn Aberdeen-West,,,1 877 865 6578,
41918,41922,,,,Crowne Plaza Hotel Acapulco,,,1 888 233 0368,
41919,41923,,,,Staybridge Suites Allentown Airprt Lehigh Valley,,,1 888 233 0369,
41920,41924,,,,Express By Holiday Inn Alicante,,,1 877 865 6578,
41921,41925,,,,Holiday Inn Alicante-Playa De San Juan,,,1 877 865 6578,
41922,41926,,,,Holiday Inn Express Alliance,,,1 877 865 6578,
41923,41927,,,,Holiday Inn Express Hotel & Suites Watertown-Thousand Islands,,,1 877 865 6578,
41924,41928,,,,InterContinental Abu Soma,,,1 888 233 0368,
41925,41929,,,,Holiday Inn Ashford-Central,,,1 877 865 6578,
41926,41930,,,,Holiday Inn Express Alpharetta (Windward Pkwy),,,1 877 865 6578,
41927,41931,,,,Holiday Inn Express Hotel & Suites Athens,,,1 877 865 6578,
41928,41932,,,,Holiday Inn Aberdeen-Chesapeake House,,,1 877 865 6578,
