story_id,url_id,story_ready_for_display,story_list_complete,story_date_to_review,story_media_series,story_alt_title,story_alt_description,orig_publ_year,orig_publ_month,orig_publ_day,story_tv_season,story_tv_episode_number,story_tv_episode_sequence,story_tv_episode_title,story_tv_episode_air_date_year,story_tv_episode_air_date_month,story_tv_episode_air_date_day,story_note,story_recurring_event_number
550,74753,Yes,,,,,,2012,1,28,,,,,,,,,
551,74754,Yes,,,,,,2012,2,9,,,,,,,,,
552,74755,Yes,Yes,03/21/2012,,,,2005,12,4,,,,,,,,,
553,74756,Yes,Yes,,,Best of BedandBreakfast.com 2011-2012 February Award: Top Ten Most Romantic B&Bs,,2012,2,,,,,,,,,,
554,74762,Yes,Yes,,,Top 10 Pet-Friendly Spa Resorts at SpaFinder,,,,,,,,,,,,,
555,74776,Yes,,,,,,2010,8,17,,,,,,,,,
556,74784,Yes,,,,,,2007,7,17,,,,,,,,,
557,74786,No,,03/21/2012,,,,2012,2,12,,,,,,,,,
558,74787,Yes,,,,2012 San Diego Museum Month,"The San Diego Museum Council is a coalition of San Diego County museums working cooperatively to increase awareness of and attendance at the diverse museums in the region. The Council provides support services to the museum industry in management, resource networking, advocacy, education, and promotional opportunities.",,,,,,,,,,,,
559,74794,Yes,,,,,,,,,,,,,,,,,
560,74798,Yes,,,,,,2009,6,18,,,,,,,,,
561,74805,Yes,,,,,,2009,5,24,,,,,,,,,
562,74812,Yes,,,,,,,,,,,,,2012,1,16,,
563,74823,Yes,,,,,,2012,2,11,,,,,,,,,
564,74828,Yes,,,,,,2012,2,11,,,,,,,,,
565,74832,Yes,,,,,,,,,,,,,,,,,
566,74833,Yes,,,,,,2012,2,12,,,,,,,,,
567,74835,Yes,,,,,,2012,1,25,,,,,,,,,
568,74836,Yes,,,,,,2012,2,15,,,,,,,,,
569,74838,Yes,,,,,,2012,2,16,,,,,,,,,
570,74879,Yes,,,,,,2012,2,16,,,,,,,,,
571,74887,Yes,,,,,,,,,,,,,,,,,
572,74901,Yes,,,,,,2012,2,16,,,,,,,,,
573,74924,Yes,,,,,,,,,1,8,108,,,,,,
574,74934,Yes,,,,,,2012,1,26,,,,,,,,,
575,74939,Yes,,,,,,2012,2,19,,,,,,,,,
576,74951,Yes,,,,,,2012,2,12,,,,,,,,,
577,74956,Yes,,,,,,,,,,,,,,,,,
578,74966,Yes,,,,,,2012,2,22,,,,,,,,,
579,74976,Yes,,,,,,,,,,,,,,,,,
580,74983,Yes,,,,,,2012,2,9,,,,,,,,,
581,74984,Yes,,,,"Collection of hotels, restaurants and nightlife properties",,,,,,,,,,,,,
582,74998,Yes,,,,,,2012,2,25,,,,,,,,,
583,75016,Yes,,,,,,2011,12,29,,,,,,,,,
584,75091,Yes,,,,,Restaurants of the Nadolife Restaurant Group,,,,,,,,,,,,
585,75098,Yes,,,,,Over 70 New York attractions with Free Entry for New York Pass holders,,,,,,,,,,,,
586,75123,Yes,,,,,,,,,,,,,,,,,
587,75195,Yes,,05/15/2012,,Vista Brewers Guild,The breweries that make up the Vista Brewers Guild of Vista California,,,,,,,,,,,"A URL for “www.vistabrewersguild.com” exists but wasn’t active when this collection was created.  Collection created based on an article by Nathan Scharn in the UTSanDiego called “Brewing scene is hopping in Vista”, but not online.",
588,75136,Yes,,,,,,2012,3,2,,,,,,,,,
589,75137,Yes,Yes,,,,,2012,3,1,,,,,,,,,
590,75139,Yes,,,,,,,,,,,,,,,,,
592,75140,Yes,,,,Hotels of Evans Hotels ,,,,,,,,,,,,,
593,75141,Yes,,,,,,2012,3,5,,,,,,,,,
594,75142,Yes,,,,,,2012,3,12,,,,,,,,,
595,75150,Yes,No,,,,A collection of the craft and whiskey distillers,,,,,,,,,,,"This list was started on 3/5/2012, but was not complete.  See the spreadsheet named “American Distillers Directory” for the complete list of URL’s.",
596,75151,Yes,No,05/15/2012,,,,2012,3,6,,,,,,,,,
597,75154,Yes,,,,,Restaurants of the Verant Group,,,,,,,,,,,,
598,75165,Yes,No,,,,Collection of member theatres,,,,,,,,,,,This was created 3/7/2012 but was not complete (created using existing theaters),
599,75184,Yes,,,,,,2012,3,6,,,,,,,,,
600,75188,Yes,,,,,,2012,3,7,,,,,,,,,
601,75192,Yes,,,,,"This trip, triple D is all over the triple P.",,,,12,12,1212,"Pizza, Pancakes and Pork",2011,11,7,,
602,75196,Yes,Yes,,,,,,,,,,,,,,,,
603,75219,Yes,No,04/18/2012,,,,2012,3,6,,,,,,,,,
604,75223,Yes,No,04/18/2012,,,,2012,3,1,,,,,,,,,
605,75224,Yes,,,,Restaurants of the Chefs supporting America’s Chefs,,,,,,,,,,,,,
606,75232,Yes,,,,,,2012,3,,,,,,,,,,
607,75239,Yes,,,,,The restaurants of Ashley Christensen Restaurants,,,,,,,,,,,,
608,75250,Yes,No,05/15/2012,,,,2012,3,14,,,,,,,,,
609,75255,Yes,Yes,,,,,2010,4,13,,,,,,,,,
610,75287,Yes,Yes,,,,,,,,,,,,,,,,
611,75302,Yes,Yes,,,,,2012,3,14,,,,,,,,,
612,75309,Yes,Yes,,,,,,,,,,,,,,,,
613,75325,Yes,Yes,,,,,,,,,,,,,,,,
614,75336,Yes,Yes,,,,,,,,,,,,,,,,
615,75345,Yes,Yes,,,,,2012,3,19,,,,,,,,,
616,,Yes,Yes,,,The 2012 Teams of the MLB American League,,,,,,,,,,,,,
617,,Yes,Yes,,,The 2012 Teams of the MLB National League,,,,,,,,,,,,,
622,75518,Yes,Yes,,,,,2012,3,23,,,,,,,,,
623,75520,Yes,Yes,,,,,,,,,,,,,,,,
624,75521,Yes,Yes,,,,,,,,,,,,,,,,
625,75522,Yes,Yes,,,,,,,,,,,,,,,,
626,75523,Yes,Yes,,,,,,,,,,,,,,,,
627,75524,Yes,Yes,,,,,,,,,,,,,,,,
628,75525,Yes,Yes,,,,,,,,,,,,,,,,
630,75526,Yes,Yes,,,,,,,,,,,,,,,,
631,75527,Yes,Yes,,,,,,,,,,,,,,,,
632,75528,Yes,Yes,,,,,,,,,,,,,,,,
633,75529,Yes,Yes,,,,,,,,,,,,,,,,
634,75530,Yes,Yes,,,,,,,,,,,,,,,,
635,75532,Yes,Yes,,,,,,,,,,,,,,,,
636,75533,Yes,Yes,,,,,,,,,,,,,,,,
637,75531,Yes,Yes,,,,,,,,,,,,,,,,
638,75534,Yes,Yes,,,,,2012,3,22,,,,,,,,,
639,75535,Yes,Yes,,,,,,,,,,,,,,,,
640,75541,Yes,Yes,,,,,2012,3,25,,,,,,,,,
641,75545,Yes,Yes,,,,,2012,3,24,,,,,,,,,
642,,Yes,Yes,,,The Bars and Restaurants of Good Time Design,,,,,,,,,,,,,
643,75554,Yes,Yes,,,,,2012,3,23,,,,,,,,,
644,75564,Yes,,,,,,2011,6,21,,,,,,,,,
645,75570,Yes,Yes,,,,,2012,4,1,,,,,,,,,
646,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Park,,,,,,,,,,,,,
647,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Waterpark,,,,,,,,,,,,,
648,75575,Yes,Yes,,,The amusement properties of Schlitterbahn,,,,,,,,,,,,,
649,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Children’s Park,,,,,,,,,,,,,
650,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Marine Life Park,,,,,,,,,,,,,
651,75585,Yes,Yes,,,The properties of SeaWorld Parks & Entertainment,,,,,,,,,,,,,
652,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Seaside Park,,2011,,,,,,,,,,,
653,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Indoor Waterpark,,2011,,,,,,,,,,,
654,77221,Yes,Yes,,,2011 Golden Ticket Awards - Friendliest Park,,2011,,,,,,,,,,,
655,77221,Yes,Yes,,,2011 Golden Ticket Awards - Cleanest Park,,2011,,,,,,,,,,,
656,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Shows,,2011,,,,,,,,,,,
657,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Food,,2011,,,,,,,,,,,
658,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Waterpark Ride,,2011,,,,,,,,,,,
659,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Kid’s Area,,2011,,,,,,,,,,,
660,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Dark Ride,,2011,,,,,,,,,,,
661,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Outdoor Show Production,,2011,,,,,,,,,,,
662,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Landscaping,,2011,,,,,,,,,,,
663,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Halloween Event,,2011,,,,,,,,,,,
664,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Christmas Event,,2011,,,,,,,,,,,
665,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Carousel,,2011,,,,,,,,,,,
666,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Indoor Coaster,,2011,,,,,,,,,,,
667,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Funhouse/Walk-Through Attraction,,2011,,,,,,,,,,,
668,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best New Ride for 2011 (Amusement Park),,2011,,,,,,,,,,,
669,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best New Ride for 2011 (Waterpark),,2011,,,,,,,,,,,
670,77221,Yes,Yes,,,2011 Golden Ticket Awards - Best Water Ride (Park),,2011,,,,,,,,,,,
671,75608,Yes,Yes,,,,,2012,4,5,,,,,,,,,
672,75612,Yes,Yes,,,,,2012,3,29,,,,,,,,,
673,75622,Yes,Yes,,,,,2012,4,12,,,,,,,,,
674,75644,Yes,Yes,,,,,2012,4,17,,,,,,,,,
675,75647,Yes,Yes,,,,,2012,,,,,,,,,,,
676,75655,Yes,Yes,,,,,2012,4,18,,,,,,,,,
677,75661,Yes,Yes,,,The Restaurants of Jeff Ruby,,,,,,,,,,,,,
678,,Yes,Yes,,,"The Restaurants of Jerry Dal Bozzo, Dante Serafini and Andrea Froncillo","Jerry Dal Bozzo, Dante Serafini and Andrea Froncillo have collaborated on a number of renowned restaurants, with food focused on steakhouses, seafood and Italian.",,,,,,,,,,,,
679,75684,Yes,Yes,,,,,2012,,,,,,,,,,,
680,76204,Yes,Yes,,,,,2012,4,20,,,,,,,,,
681,76245,Yes,Yes,,,,,2012,4,20,,,,,,,,,
682,76246,Yes,Yes,,,,,2012,4,20,,,,,,,,,
683,76251,Yes,Yes,,,,,2011,6,,,,,,,,,,
684,76259,Yes,Yes,,,,,2012,4,20,,,,,,,,,
685,76260,Yes,Yes,,,,,2012,5,7,,,,,,,,,
686,76264,Yes,No,,,,,2012,4,26,,,,,,,,,
687,76272,Yes,No,,,,,2012,,,,,,,,,,,
688,76274,Yes,No,,,,,,,,,,,,,,,,
689,76276,Yes,Yes,,,,,2012,3,30,,,,,,,,,
690,76282,Yes,Yes,,,,,2012,2,20,,,,,,,,,
691,76315,Yes,Yes,,,,,2012,4,11,,,,,,,,,
692,76321,Yes,Yes,,,,,2011,11,15,,,,,,,,,
693,76336,Yes,Yes,,,,,2012,4,,,,,,,,,,
694,76342,Yes,Yes,,,,,2011,,,,,,,,,,,
695,76347,Yes,Yes,,,,,2011,,,,,,,,,,,
696,76350,Yes,Yes,,,,,2011,,,,,,,,,,,
697,76355,Yes,Yes,,,,,,,,,,,,,,,,
698,76363,Yes,Yes,,,,,2012,5,5,,,,,,,,,
699,76364,Yes,Yes,,,,,2011,,,,,,,,,,,
700,76366,Yes,Yes,,,,,2012,4,12,,,,,,,,,
701,76369,Yes,Yes,,,,,2012,5,,,,,,,,,,
702,70335,Yes,Yes,,,The restaurants of the Cohn Restaurant Group,,,,,,,,,,,,,
703,76375,No,No,05/31/2012,,,,2012,5,5,,,,,,,,,
704,76377,Yes,Yes,,,,,,,,,,,,,,,,
705,76387,Yes,Yes,,,World Beer Cup 2012 Winners - USA & CAN,,,,,,,,,,,,,
706,76407,Yes,Yes,,,,,2012,5,,,,,,,,,,
707,76437,Yes,Yes,,,,,2012,5,11,,,,,,,,,
708,76441,Yes,Yes,,,,,2012,5,13,,,,,,,,,
709,76442,Yes,Yes,,,Ten Museums in the Amherst Five College Area,"Museums10, a partnership of seven outstanding college museums with three unique neighboring museums offers visitors an unparalleled opportunity to experience the art, books, and history of many periods and cultures.",,,,,,,,,,,,
710,76450,Yes,Yes,,,Museums of Boston,Over 40 Museums in the Greater Boston area,,,,,,,,,,,"This collection is a combination of the places listed on their website, plus additional places listed on their printed brochure.  The properties of the Historic New England website will be listed on their own Feature collection (Feature ID 712)",
711,76458,Yes,Yes,,,,,2012,5,14,,,,,,,,,
712,57,Yes,Yes,,,The historic properties of the Historic New England organization,,,,,,,,,,,,,
713,76469,Yes,Yes,,,,,2012,5,14,,,,,,,,,
714,76507,Yes,No,,,,,2012,5,16,,,,,,,,Need to add The Blu Grouse (http://theblugrouse.com/),
715,76513,Yes,Yes,,,,,2012,5,14,,,,,,,,,
716,76568,Yes,Yes,,,,,2012,5,17,,,,,,,,,
717,76585,Yes,Yes,,,,,2012,5,19,,,,,,,,,
718,76586,Yes,Yes,,,,,2012,3,31,,,,,,,,,
719,76588,Yes,Yes,,,,,2012,5,20,,,,,,,,,
720,76642,Yes,Yes,,,,,2012,5,26,,,,,,,,,
721,76644,Yes,Yes,,,,,2012,5,27,,,,,,,,,
722,76646,Yes,Yes,,,,,2012,5,27,,,,,,,,,
724,76648,Yes,Yes,,,,,2012,2,12,,,,,,,,,
725,76653,Yes,Yes,,,,,2012,5,22,,,,,,,,,
726,76656,Yes,Yes,,,,,2012,5,28,,,,,,,,,
727,76657,Yes,Yes,,,,,2012,1,19,,,,,,,,,
728,76661,Yes,Yes,,,,,2012,5,31,,,,,,,,,
729,76664,Yes,Yes,,,,,2012,6,1,,,,,,,,,
730,76667,Yes,Yes,,,,,2012,6,2,,,,,,,,,
731,76669,Yes,Yes,,,,,2012,6,3,,,,,,,,,
732,76670,Yes,Yes,,,,,2012,5,31,,,,,,,,,
733,76672,Yes,Yes,,,,,2012,5,7,,,,,,,,,
734,76673,Yes,Yes,,,,,2012,6,3,,,,,,,,,
735,76695,Yes,Yes,,,,,2012,6,8,,,,,,,,,
736,76709,Yes,Yes,,,,,2012,6,7,,,,,,,,,
737,76714,Yes,Yes,,,,,2012,6,,,,,,,,,,
738,76715,Yes,Yes,,,,,2012,6,12,,,,,,,,,
739,76718,Yes,Yes,,,,,2012,6,15,,,,,,,,,
740,76719,Yes,Yes,,,,,2012,6,15,,,,,,,,,
741,76720,Yes,Yes,,,,,2012,6,15,,,,,,,,,
742,76721,Yes,Yes,,,,,2012,6,17,,,,,,,,,
743,76738,Yes,Yes,,,,,2012,6,12,,,,,,,,,
744,76745,Yes,Yes,,,,,2012,6,24,,,,,,,,,
745,76751,Yes,Yes,,,,,2012,6,22,,,,,,,,,
746,76762,Yes,Yes,,,,,2012,6,21,,,,,,,,,
747,76767,Yes,Yes,,,,,2012,6,27,,,,,,,,,
748,76768,Yes,Yes,,,,,2012,6,26,,,,,,,,,
749,76770,Yes,Yes,,,,,2012,6,22,,,,,,,,,
750,76775,Yes,Yes,,,,,2012,6,24,,,,,,,,,
751,76779,Yes,Yes,,,,,2012,7,2,,,,,,,,,
752,76780,Yes,Yes,,,,,2012,7,2,,,,,,,,,
753,76783,Yes,Yes,,,,,2012,7,3,,,,,,,,,
754,76785,Yes,Yes,,,,,2011,7,1,,,,,,,,,
755,76792,Yes,Yes,,,,,2012,7,6,,,,,,,,,
756,76794,Yes,Yes,,,,,2012,7,7,,,,,,,,,
757,76796,Yes,Yes,,,,,2012,7,8,,,,,,,,,
758,76798,Yes,Yes,,,,,2012,7,8,,,,,,,,,
759,76803,Yes,No,,,,,2012,7,8,,,,,,,,,
760,76808,Yes,Yes,,,,,2012,7,19,,,,,,,,,
762,76817,Yes,Yes,,,,,,,,1,1,101,Northeast,2012,6,6,,
764,76810,Yes,Yes,,,,,2012,7,19,,,,,,,,,
765,76818,Yes,Yes,,,,,,,,1,2,102,Gulf Coast - Adam Richman’s Best Sandwich in America,2012,6,6,,
766,76821,Yes,Yes,,,,,,,,1,3,103,South - Adam Richman’s Best Sandwich in America,2012,6,13,,
767,76826,Yes,Yes,,,,,,,,1,4,104,Midwest Episode - Adam Richman’s Best Sandwich in America,2012,6,20,,
768,76828,Yes,Yes,,,,,,,,1,5,105,Mid Atlantic Episode - Adam Richman’s Best Sandwich in America,2012,6,27,,
769,76831,Yes,Yes,,,,,,,,1,6,106,Northwest Episode - Adam Richman’s Best Sandwich in America,2012,7,11,,
770,76834,Yes,Yes,,,,,,,,1,7,107,West Coast Episode - Adam Richman’s Best Sandwich in America,2012,7,18,,
771,76837,Yes,No,,,,,,,,1,8,108,Great Lakes Episode - Adam Richman’s Best Sandwich in America,2012,7,25,,
772,76840,Yes,Yes,,,,,,,,,,,,,,,,
773,76844,Yes,Yes,,,,,,,,1,,,,,,,,
774,76847,Yes,Yes,,,,,,,,1,,,,,,,,
775,76852,Yes,Yes,,,,,,,,1,,,,,,,,
776,76862,Yes,Yes,,,,,,,,1,,,,,,,,
777,76867,Yes,Yes,,,,,2012,7,22,,,,,,,,,
778,76868,Yes,No,,,,,2012,7,22,,,,,,,,,
779,76869,Yes,Yes,,,,,2012,7,5,,,,,,,,,
780,76878,Yes,No,,,,,2012,7,23,,,,,,,,,
781,76879,Yes,Yes,,,The restaurants of Tom Douglas (Seattle area),,,,,,,,,,,,,
782,76892,Yes,Yes,,,,,2012,6,27,,,,,,,,,
783,76894,Yes,Yes,,,,,2012,6,28,,,,,,,,,
784,76896,Yes,Yes,,,,,2012,7,24,,,,,,,,,
785,76898,Yes,Yes,,,,,2012,7,,,,,,,,,,
786,76900,Yes,Yes,,,,,,,,,,,,,,,,
787,76902,Yes,Yes,,,,,,,,,,,,,,,,
788,76905,Yes,Yes,,,,,,,,,,,,,,,,
789,76909,Yes,Yes,,,,,2012,7,26,,,,,,,,,
790,76911,Yes,Yes,,,,,2012,6,29,,,,,,,,,
793,76920,Yes,Yes,,,,,,,,,,,,,,,,
794,76926,Yes,Yes,,,,,,,,,,,,,,,,
795,76934,Yes,Yes,,,,,2012,7,12,,,,,,,,,
796,76943,Yes,Yes,,,,,2012,7,12,,,,,,,,,
797,76947,Yes,Yes,,,,,2012,6,28,,,,,,,,,
799,76962,Yes,Yes,,,,,2012,7,12,,,,,,,,,
800,76963,Yes,Yes,,,,,2011,7,31,,,,,,,,,
801,76965,Yes,Yes,,,,,,,,,,,,,,,,
802,76972,Yes,Yes,,,,,2012,8,2,,,,,,,,,
803,76993,Yes,No,10/08/2012,,,,,,,,,,,,,,,
804,76998,Yes,No,,,,,2012,8,5,,,,,,,,,
805,77014,Yes,Yes,,,,,2012,8,3,,,,,,,,,
806,77019,Yes,Yes,,,,,2012,8,5,,,,,,,,,
807,77026,Yes,Yes,,,,,2012,8,13,,,,,,,,,
808,77033,Yes,Yes,,,,,2012,6,,,,,,,,,,
809,77051,Yes,Yes,,,,,2012,6,7,,,,,,,,,
810,77060,Yes,Yes,,,,,2011,6,,,,,,,,,,
811,77077,Yes,Yes,,,,,2011,7,29,,,,,,,,,
812,77079,Yes,Yes,,,,,2012,4,6,,,,,,,,,
813,77083,Yes,Yes,,,,,2012,8,14,,,,,,,,,
814,77091,Yes,Yes,,,,,,,,,,,,,,,,
815,77092,Yes,Yes,,,,,2012,8,19,,,,,,,,,
816,77101,Yes,Yes,,,,,2012,8,16,,,,,,,,,
817,77112,Yes,Yes,,,,,2012,8,18,,,,,,,,,
818,77128,Yes,Yes,,,,,2012,5,,,,,,,,,,
819,77152,Yes,Yes,,,,,2012,8,20,,,,,,,,,
820,77159,Yes,Yes,,,,,2012,8,,,,,,,,,,
821,77171,Yes,Yes,,,,,2012,9,,,,,,,,,,
822,77184,Yes,No,,,,,2012,8,21,,,,,,,,,
823,77224,Yes,Yes,,,,,2012,8,24,,,,,,,,,
824,77227,Yes,No,,,,,2012,8,22,,,,,,,,,
825,77228,Yes,Yes,,,,,2012,8,27,,,,,,,,,
826,77247,Yes,Yes,,,,,2012,8,28,,,,,,,,,
827,77259,Yes,Yes,,,,,,,,,,,,,,,,
828,77264,Yes,Yes,,,,,2012,5,16,,,,,,,,,
829,77271,Yes,Yes,,,,,2012,8,30,,,,,,,,,
830,77276,Yes,No,,,,,2012,8,29,,,,,,,,,
831,77283,Yes,Yes,,,,,2012,9,3,,,,,,,,,
832,77285,Yes,No,,,,,2012,8,31,,,,,,,,,
833,77292,Yes,No,,,,,2012,8,31,,,,,,,,,
834,77299,Yes,Yes,,,,,2012,8,,,,,,,,,,
836,77312,Yes,No,,,,,,,,,,,,,,,,
837,77343,Yes,Yes,,,,,,,,,,,,,,,,
838,77345,Yes,Yes,,,,,2012,9,3,,,,,,,,,
839,77356,Yes,Yes,,,,,2012,9,6,,,,,,,,,
840,77357,Yes,Yes,,,,,2012,9,,,,,,,,,,
841,77366,Yes,Yes,,,,,2012,9,7,,,,,,,,,
842,77367,Yes,Yes,,,,,2012,9,6,,,,,,,,,
843,77370,Yes,Yes,,,Pizzerias certified by Associazione Verace Pizza Napoletana,Pizzerias that have been certified that they respect the culinary tradition of Neapolitan pizza.,,,,,,,,,,,,
844,77413,Yes,No,,,Restaurants of Select Restaurants,,,,,,,,,,,,,
845,77451,Yes,Yes,,,,,2012,6,26,,,,,,,,,
846,77458,Yes,Yes,,,,,2012,9,9,,,,,,,,,
847,77459,Yes,Yes,,,,,2009,5,22,,,,,,,,,
848,77479,Yes,Yes,,,,,,,,,,,,,,,,
849,77484,Yes,No,,,,,2012,1,,,,,,,,,,
850,77493,Yes,Yes,,,,,2012,9,10,,,,,,,,,
851,77502,Yes,Yes,,,,,2012,9,10,,,,,,,,,
852,77503,Yes,Yes,,,,,2012,9,11,,,,,,,,,
853,77507,Yes,Yes,,,,,2012,9,7,,,,,,,,,
854,77508,Yes,No,,,,,2012,9,7,,,,,,,,,
855,77516,Yes,Yes,,,,,2012,9,13,,,,,,,,,
856,77517,Yes,Yes,,,,,,,,,,,,,,,,
858,77539,Yes,Yes,,,,,2012,9,8,,,,,,,,,
859,77540,Yes,Yes,,,,,2012,9,16,,,,,,,,,
860,77544,Yes,Yes,,,,,2012,9,9,,,,,,,,,
861,77548,Yes,No,,,,,2012,9,17,,,,,,,,,
862,77555,Yes,No,,,,,2011,8,12,,,,,,,,,
863,77562,Yes,No,,,,,2011,6,15,,,,,,,,,
864,77572,Yes,No,,,,,2012,9,3,,,,,,,,,
865,77595,Yes,Yes,,,,,2012,9,11,,,,,,,,,
866,77604,Yes,Yes,,,,,2012,9,12,,,,,,,,,
867,77605,Yes,Yes,,,,,2012,9,11,,,,,,,,,
868,77614,Yes,Yes,,,,,2012,9,10,,,,,,,,,
869,77624,Yes,Yes,,,,,,,,,,,,,,,,
870,77630,Yes,Yes,,,,,2012,9,24,,,,,,,,,
871,77644,Yes,Yes,,,,,2012,9,24,,,,,,,,,
872,77646,Yes,Yes,,,,,2012,9,25,,,,,,,,,
873,77649,Yes,Yes,,,,,2012,10,,,,,,,,,,
874,77660,Yes,Yes,,,,,2012,9,26,,,,,,,,,
875,77663,Yes,No,,,,,2012,9,26,,,,,,,,,
876,77710,Yes,Yes,,,,,2012,9,27,,,,,,,,,
877,77712,Yes,Yes,,,,,2012,9,29,,,,,,,,,
878,77714,Yes,Yes,,,,,2012,8,12,,,,,,,,,
879,77722,Yes,Yes,,,,,,,,,,,,,,,,
880,77740,Yes,Yes,,,,,2012,10,,,,,,,,,,
881,77750,Yes,Yes,,,,,2012,,,,,,,,,,,
882,77758,Yes,Yes,,,,,2012,9,25,,,,,,,,,
884,77764,Yes,Yes,,,,,2012,9,26,,,,,,,,,
885,77775,Yes,No,,,,,2012,9,20,,,,,,,,,
886,77780,Yes,Yes,,,,,2012,10,,,,,,,,,,
887,77790,Yes,No,,,,,2012,10,4,,,,,,,,,
888,77802,Yes,Yes,,,,,2012,9,25,,,,,,,,,
889,77804,Yes,Yes,,,,,2012,9,,,,,,,,,,
890,77816,Yes,No,,,,,2012,10,7,,,,,,,,,
891,77847,Yes,Yes,,,,,2010,12,,,,,,,,,,
892,77853,No,,,,,,2012,9,26,,,,,,,,,
893,77857,Yes,Yes,,,,,,,,,,,,,,,,
894,77881,Yes,No,,,,,,,,,,,,,,,,
895,77883,Yes,No,,,,,2012,10,,,,,,,,,,
896,77886,Yes,No,,,,,2012,10,14,,,,,,,,,
897,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best New Ride for 2012 (Amusement Park),,2012,,,,,,,,,,,
898,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best New Ride for 2012 (Waterpark),,2012,,,,,,,,,,,
899,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Park,,2012,,,,,,,,,,,
900,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Waterpark,,2012,,,,,,,,,,,
901,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Children’s Park,,2012,,,,,,,,,,,
902,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Marine Life Park,,2012,,,,,,,,,,,
903,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Seaside Park,,2012,,,,,,,,,,,
904,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Indoor Waterpark,,2012,,,,,,,,,,,
905,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Kid’s Area,,2012,,,,,,,,,,,
906,77900,Yes,Yes,,,2012 Golden Ticket Awards - Cleanest Park,,2012,,,,,,,,,,,
907,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Shows,,2012,,,,,,,,,,,
908,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Food,,2012,,,,,,,,,,,
909,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Water Ride (Park),,2012,,,,,,,,,,,
910,77900,Yes,Yes,,,2012 Golden Ticket Awards - Friendliest Park,,2012,,,,,,,,,,,
911,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Dark Ride,,2012,,,,,,,,,,,
912,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Outdoor Show Production,,2012,,,,,,,,,,,
913,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Landscaping,,2012,,,,,,,,,,,
914,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Halloween Event,,2012,,,,,,,,,,,
915,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Christmas Event,,2012,,,,,,,,,,,
916,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Carousel,,2012,,,,,,,,,,,
917,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Indoor Coaster,,2012,,,,,,,,,,,
918,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Funhouse/Walk-Through Attraction,,2012,,,,,,,,,,,
919,77900,Yes,Yes,,,2012 Golden Ticket Awards - Best Waterpark Ride,,2012,,,,,,,,,,,
920,77907,Yes,Yes,,,,,2012,10,16,,,,,,,,,
921,77916,Yes,No,,,,,2011,9,15,,,,,,,,,
922,77918,Yes,Yes,,,,,2012,9,30,,,,,,,,,
923,77921,Yes,Yes,,,,,2012,10,12,,,,,,,,,
924,77932,Yes,Yes,,,,,2012,10,11,,,,,,,,,
925,77944,Yes,Yes,,,,,2012,10,19,,,,,,,,,
926,77949,Yes,Yes,,,,,,,,,,,,,,,,
927,77952,Yes,Yes,,,,,2012,10,10,,,,,,,,,
928,77970,Yes,Yes,,,,,2011,10,19,,,,,,,,,
929,77981,Yes,Yes,,,,,2012,10,26,,,,,,,,,
930,77982,Yes,Yes,,,,,2012,10,25,,,,,,,,,
931,77985,Yes,Yes,,,,,2012,10,,,,,,,,,,
